# ID,Label
539,76
540,76
541,64
542,60
543,60
544,54
545,40
546,74
547,65
548,76
549,76
550,40
551,60
552,65
553,70
554,50
555,50
556,40
557,75
558,54
559,60
560,75
561,50
562,76
563,75
564,65
565,50
566,40
567,75
568,60
569,50
570,54
571,65
572,70
573,74
574,60
575,54
576,70
577,76
578,70
579,65
580,60
581,76
582,70
583,50
584,50
585,74
586,54
587,65
588,70
589,40
590,65
591,76
592,64
593,50
594,70
595,54
596,65
597,74
598,65
599,64
600,65
601,65
602,74
603,70
604,50
605,64
606,40
607,75
608,54
609,64
610,75
611,64
612,40
613,74
614,60
615,60
616,65
617,50
618,74
619,76
620,75
621,65
622,74
623,60
624,70
625,54
626,75
627,70
628,60
629,50
630,64
631,75
632,54
633,76
634,74
635,50
636,70
637,75
638,50
639,54
640,40
641,40
642,75
643,60
644,50
645,75
646,54
647,70
648,54
649,54
650,65
651,65
652,50
653,50
654,70
655,50
656,64
657,40
658,40
659,70
660,50
661,60
662,76
663,70
664,54
665,64
666,40
667,76
668,54
669,40
670,54
671,54
672,75
673,64
674,50
675,70
676,40
677,50
678,64
679,54
680,64
681,65
682,65
683,50
684,60
685,75
686,50
687,60
688,76
689,75
690,76
691,54
692,70
693,40
694,74
695,70
696,60
697,50
698,54
699,60
700,60
701,50
702,75
703,40
704,65
705,76
706,75
707,50
708,40
709,54
710,70
711,70
712,75
713,75
714,60
715,50
716,76
717,76
718,74
719,50
720,65
721,76
722,65
723,70
724,74
725,60
726,70
727,64
728,50
729,54
730,75
731,70
732,70
733,54
734,54
735,64
736,76
737,50
738,50
739,74
740,54
741,50
742,50
743,74
744,65
745,64
746,60
747,70
748,64
749,40
750,50
751,64
752,70
753,54
754,70
755,76
756,40
757,76
758,75
759,54
760,50
761,70
762,54
763,70
764,74
765,50
766,76
767,65
768,54
769,75
770,74
771,75
772,65
773,40
774,40
775,54
776,64
777,60
778,64
779,60
780,74
781,76
782,64
783,54
784,70
785,70
786,75
787,65
788,50
789,50
790,76
791,50
792,40
793,54
794,54
795,75
796,70
797,64
798,75
799,40
800,54
801,50
802,76
803,40
804,75
805,65
806,75
807,50
808,75
809,64
810,40
811,40
812,54
813,76
814,74
815,65
816,64
817,60
818,64
819,40
820,54
821,76
822,75
823,64
824,64
825,74
826,76
827,65
828,64
829,70
830,40
831,40
832,40
833,75
834,65
835,40
836,74
837,54
838,70
839,75
840,60
841,54
842,74
843,70
844,50
845,40
846,75
847,70
848,64
849,54
850,50
851,76
852,76
853,70
854,74
855,70
856,76
857,75
858,74
859,70
860,54
861,60
862,75
863,76
864,74
865,40
866,65
867,54
868,75
869,74
870,64
871,70
872,70
873,75
874,40
875,65
876,65
877,54
878,74
879,65
880,54
881,70
882,76
883,76
884,65
885,75
886,40
887,50
888,74
889,65
890,60
891,76
892,64
893,76
894,75
895,64
896,40
897,50
898,70
899,54
900,50
901,64
902,74
903,74
904,65
905,70
906,70
907,60
908,54
909,74
910,74
911,50
912,70
913,64
914,64
915,70
916,74
917,74
918,75
919,70
920,65
921,64
922,50
923,40
924,65
925,75
926,74
927,60
928,75
929,50
930,70
931,40
932,74
933,50
934,40
935,54
936,50
937,40
938,64
939,64
940,60
941,50
942,40
943,74
944,54
945,76
946,60
947,54
948,50
949,50
950,54
951,60
952,75
953,75
954,74
955,75
956,70
957,75
958,60
959,65
960,70
961,76
962,60
963,64
964,50
965,70
966,70
967,50
968,50
969,70
970,50
971,40
972,50
973,40
974,60
975,50
976,74
977,50
978,40
979,60
980,40
981,60
982,40
983,74
984,64
985,64
986,40
987,40
988,60
989,74
990,75
991,70
992,60
993,40
994,74
995,65
996,54
997,54
998,64
999,54
1000,40
1001,50
1002,50
1003,54
1004,74
1005,50
1006,70
1007,70
1008,70
1009,74
1010,75
1011,74
1012,40
1013,50
1014,74
1015,60
1016,70
1017,40
1018,75
1019,65
1020,40
1021,54
1022,65
1023,54
1024,64
1025,40
1026,40
1027,70
1028,74
1029,65
1030,75
1031,75
1032,75
1033,65
1034,70
1035,54
1036,60
1037,54
1038,64
1039,64
1040,76
1041,40
1042,60
1043,74
1044,60
1045,60
1046,60
1047,74
1048,54
1049,70
1050,70
1051,54
1052,70
1053,75
1054,40
1055,65
1056,50
1057,40
1058,60
1059,40
1060,76
1061,75
1062,74
1063,76
1064,64
1065,75
1066,75
1067,76
1068,65
1069,54
1070,76
1071,60
1072,70
1073,50
1074,76
1075,40
1076,74
1077,76
1078,65
1079,60
1080,54
1081,76
1082,50
1083,76
1084,76
1085,75
1086,65
1087,60
1088,74
1089,65
1090,70
1091,40
1092,54
1093,65
1094,40
1095,60
1096,76
1097,76
1098,54
1099,76
1100,74
1101,60
1102,60
1103,40
1104,65
1105,70
1106,60
1107,65
1108,40
1109,76
1110,64
1111,54
1112,65
1113,64
1114,74
1115,76
1116,60
1117,70
1118,54
1119,54
1120,64
1121,65
1122,60
1123,50
1124,40
1125,60
1126,74
1127,70
1128,70
1129,40
1130,50
1131,50
1132,40
1133,40
1134,76
1135,74
1136,75
1137,40
1138,54
1139,76
1140,74
1141,50
1142,70
1143,54
1144,74
1145,40
1146,54
1147,70
1148,64
1149,54
1150,70
1151,64
1152,70
1153,64
1154,60
1155,75
1156,75
1157,50
1158,50
1159,74
1160,65
1161,75
1162,50
1163,54
1164,76
1165,54
1166,50
1167,64
1168,54
1169,65
1170,76
1171,64
1172,54
1173,60
1174,54
1175,75
1176,70
1177,60
1178,64
1179,54
1180,40
1181,76
1182,60
1183,54
1184,50
1185,76
1186,60
1187,60
1188,40
1189,76
1190,64
1191,50
1192,74
1193,64
1194,74
1195,65
1196,65
1197,70
1198,64
1199,75
1200,76
1201,75
1202,50
1203,54
1204,60
1205,50
1206,60
1207,70
1208,64
1209,70
1210,75
1211,76
1212,60
1213,60
1214,60
1215,54
1216,76
1217,70
1218,50
1219,64
1220,74
1221,75
1222,50
1223,74
1224,64
1225,74
1226,40
1227,50
1228,76
1229,60
1230,40
1231,60
1232,60
1233,70
1234,65
1235,70
1236,76
1237,40
1238,40
1239,64
1240,64
1241,76
1242,70
1243,40
1244,54
1245,74
1246,70
1247,50
1248,65
1249,40
1250,74
1251,40
1252,54
1253,60
1254,70
1255,60
1256,50
1257,50
1258,40
1259,60
1260,65
1261,75
1262,50
1263,64
1264,75
1265,64
1266,40
1267,76
1268,50
1269,75
1270,50
1271,70
1272,70
1273,65
1274,75
1275,50
1276,65
1277,70
1278,54
1279,54
1280,50
1281,65
1282,70
1283,64
1284,64
1285,60
1286,65
1287,64
1288,65
1289,65
1290,40
1291,75
1292,75
1293,40
1294,74
1295,50
1296,74
1297,74
1298,50
1299,75
1300,40
1301,74
1302,64
1303,74
1304,76
1305,70
1306,74
1307,64
1308,54
1309,60
1310,50
1311,70
1312,74
1313,74
1314,74
1315,64
1316,65
1317,40
1318,70
1319,76
1320,70
1321,70
1322,70
1323,60
1324,76
1325,70
1326,75
1327,54
1328,40
1329,64
1330,74
1331,50
1332,75
1333,70
1334,64
1335,64
1336,54
1337,70
1338,40
1339,50
1340,40
1341,76
1342,76
1343,54
1344,50
1345,76
1346,64
1347,75
1348,50
1349,74
1350,60
1351,76
1352,54
1353,50
1354,76
1355,60
1356,50
1357,50
1358,74
1359,40
1360,75
1361,40
1362,76
1363,64
1364,65
1365,74
1366,50
1367,54
1368,76
1369,70
1370,50
1371,75
1372,75
1373,40
1374,60
1375,50
1376,70
1377,70
1378,76
1379,54
1380,75
1381,54
1382,74
1383,74
1384,60
1385,54
1386,76
1387,64
1388,70
1389,50
1390,50
1391,76
1392,54
1393,76
1394,74
1395,54
1396,74
1397,50
1398,65
1399,74
1400,65
1401,76
1402,50
1403,60
1404,65
1405,70
1406,54
1407,54
1408,40
1409,70
1410,40
1411,64
1412,75
1413,54
1414,40
1415,74
1416,50
1417,70
1418,54
1419,65
1420,76
1421,74
1422,60
1423,64
1424,75
1425,40
1426,64
1427,54
1428,76
1429,65
1430,76
1431,60
1432,70
1433,70
1434,64
1435,40
1436,65
1437,40
1438,40
1439,75
1440,64
1441,70
1442,40
1443,74
1444,40
1445,74
1446,76
1447,76
1448,54
1449,74
1450,74
1451,64
1452,40
1453,65
1454,65
1455,65
1456,76
1457,64
1458,64
1459,76
1460,60
1461,65
1462,75
1463,65
1464,75
1465,65
1466,76
1467,64
1468,74
1469,54
1470,50
1471,70
1472,76
1473,50
1474,50
1475,75
1476,70
1477,50
1478,60
1479,50
1480,75
1481,54
1482,74
1483,76
1484,76
1485,64
1486,65
1487,40
1488,74
1489,76
1490,70
1491,60
1492,50
1493,40
1494,50
1495,70
1496,76
1497,60
1498,60
1499,54
1500,65
1501,64
1502,70
1503,60
1504,75
1505,74
1506,54
1507,65
1508,75
1509,74
1510,40
1511,40
1512,65
1513,65
1514,40
1515,76
1516,76
1517,75
1518,40
1519,70
1520,50
1521,70
1522,54
1523,76
1524,40
1525,60
1526,65
1527,74
1528,54
1529,76
1530,64
1531,75
1532,75
1533,64
1534,65
1535,75
1536,54
1537,40
1538,40
1539,40
1540,50
1541,74
1542,40
1543,54
1544,50
1545,50
1546,74
1547,76
1548,50
1549,64
1550,65
1551,60
1552,60
1553,75
1554,60
1555,50
1556,75
1557,76
1558,40
1559,70
1560,64
1561,70
1562,40
1563,76
1564,70
1565,50
1566,75
1567,54
1568,40
1569,74
1570,76
1571,60
1572,54
1573,64
1574,74
1575,70
1576,65
1577,65
1578,76
1579,75
1580,74
1581,76
1582,76
1583,60
1584,70
1585,50
1586,40
1587,60
1588,74
1589,40
1590,75
1591,50
1592,60
1593,54
1594,50
1595,64
1596,65
1597,50
1598,65
1599,40
1600,64
1601,54
1602,65
1603,64
1604,50
1605,70
1606,65
1607,65
1608,76
1609,70
1610,74
1611,70
1612,74
1613,74
1614,60
1615,74
1616,40
1617,75
1618,70
1619,70
1620,60
1621,74
1622,75
1623,40
1624,40
1625,64
1626,40
1627,65
1628,54
1629,70
1630,76
1631,75
1632,50
1633,76
1634,64
1635,54
1636,70
1637,65
1638,54
1639,74
1640,70
1641,40
1642,64
1643,60
1644,54
1645,40
1646,54
1647,64
1648,65
1649,76
1650,54
1651,40
1652,75
1653,70
1654,75
1655,60
1656,74
1657,75
1658,54
1659,64
1660,40
1661,76
1662,50
1663,54
1664,76
1665,75
1666,75
1667,50
1668,40
1669,70
1670,60
1671,40
1672,64
1673,40
1674,74
1675,64
1676,75
1677,65
1678,64
1679,54
1680,65
1681,76
1682,64
1683,76
1684,65
1685,54
1686,50
1687,40
1688,50
1689,74
1690,74
1691,75
1692,76
1693,65
1694,70
1695,70
1696,64
1697,76
1698,76
1699,75
1700,60
1701,50
1702,54
1703,70
1704,76
1705,74
1706,70
1707,54
1708,70
1709,65
1710,75
1711,50
1712,70
1713,76
1714,64
1715,64
1716,54
1717,65
1718,60
1719,60
1720,75
1721,54
1722,50
1723,74
1724,75
1725,65
1726,70
1727,70
1728,60
1729,50
1730,64
1731,64
1732,40
1733,65
1734,54
1735,75
1736,75
1737,64
1738,60
1739,74
1740,40
1741,76
1742,40
1743,54
1744,64
1745,75
1746,70
1747,60
1748,65
1749,40
1750,64
1751,50
1752,75
1753,65
1754,70
1755,76
1756,40
1757,54
1758,50
1759,74
1760,54
1761,75
1762,76
1763,54
1764,64
1765,70
1766,70
1767,70
1768,70
1769,74
1770,40
1771,70
1772,40
1773,76
1774,76
1775,75
1776,70
1777,40
1778,74
1779,65
1780,74
1781,70
1782,60
1783,64
1784,75
1785,54
1786,74
1787,65
1788,76
1789,50
1790,64
1791,70
1792,65
1793,76
1794,76
1795,74
1796,60
1797,54
1798,54
1799,64
1800,54
1801,64
1802,54
1803,60
1804,60
1805,76
1806,74
1807,70
1808,60
1809,50
1810,54
1811,60
1812,74
1813,60
1814,54
1815,65
1816,65
1817,75
1818,40
1819,74
1820,50
1821,50
1822,54
1823,50
1824,74
1825,75
1826,50
1827,75
1828,65
1829,50
1830,60
1831,54
1832,70
1833,74
1834,64
1835,60
1836,70
1837,40
1838,76
1839,50
1840,54
1841,54
1842,70
1843,76
1844,40
1845,70
1846,50
1847,64
1848,70
1849,50
1850,70
1851,64
1852,76
1853,74
1854,40
1855,40
1856,54
1857,60
1858,76
1859,64
1860,54
1861,74
1862,64
1863,50
1864,64
1865,54
1866,60
1867,60
1868,70
1869,70
1870,50
1871,40
1872,75
1873,75
1874,74
1875,65
1876,65
1877,40
1878,64
1879,60
1880,65
1881,40
1882,74
1883,54
1884,65
1885,64
1886,74
1887,40
1888,50
1889,60
1890,60
1891,64
1892,76
1893,40
1894,75
1895,65
1896,40
1897,70
1898,64
1899,40
1900,65
1901,54
1902,74
1903,40
1904,64
1905,75
1906,75
1907,74
1908,60
1909,70
1910,74
1911,70
1912,40
1913,60
1914,75
1915,76
1916,40
1917,50
1918,40
1919,50
1920,76
1921,75
1922,64
1923,70
1924,74
1925,74
1926,76
1927,75
1928,65
1929,40
1930,60
1931,40
1932,64
1933,40
1934,60
1935,65
1936,64
1937,74
1938,65
1939,74
1940,76
1941,70
1942,65
1943,76
1944,70
1945,60
1946,74
1947,40
1948,54
1949,75
1950,70
1951,70
1952,70
1953,40
1954,74
1955,65
1956,50
1957,60
1958,75
1959,76
1960,40
1961,75
1962,65
1963,74
1964,60
1965,76
1966,64
1967,75
1968,76
1969,76
1970,75
1971,74
1972,50
1973,60
1974,74
1975,54
1976,50
1977,74
1978,40
1979,50
1980,70
1981,54
1982,60
1983,75
1984,65
1985,75
1986,70
1987,65
1988,74
1989,40
1990,70
1991,75
1992,65
1993,40
1994,76
1995,74
1996,50
1997,76
1998,70
1999,75
2000,74
2001,54
2002,50
2003,74
2004,64
2005,75
2006,54
2007,74
2008,75
2009,70
2010,76
2011,64
2012,50
2013,65
2014,40
2015,76
2016,64
2017,70
2018,65
2019,64
2020,60
2021,76
2022,64
2023,40
2024,74
2025,65
2026,50
2027,50
2028,74
2029,76
2030,54
2031,76
2032,70
2033,54
2034,54
2035,40
2036,65
2037,65
2038,50
2039,50
2040,75
2041,74
2042,50
2043,70
2044,74
2045,70
2046,40
2047,60
2048,40
2049,70
2050,50
2051,64
2052,74
2053,75
2054,75
2055,40
2056,74
2057,75
2058,60
2059,54
2060,54
2061,76
2062,40
2063,60
2064,54
2065,64
2066,64
2067,60
2068,50
2069,60
2070,64
2071,64
2072,76
2073,60
2074,75
2075,74
2076,65
2077,50
2078,50
2079,75
2080,65
2081,60
2082,60
2083,75
2084,64
2085,76
2086,70
2087,50
2088,54
2089,74
2090,74
2091,76
2092,60
2093,50
2094,70
2095,75
2096,64
2097,50
2098,40
2099,50
2100,54
2101,75
2102,50
2103,40
2104,60
2105,75
2106,75
2107,60
2108,75
2109,74
2110,64
2111,60
2112,75
2113,76
2114,75
2115,40
2116,65
2117,75
2118,74
2119,40
2120,64
2121,76
2122,40
2123,54
2124,75
2125,75
2126,70
2127,64
2128,76
2129,60
2130,74
2131,64
2132,64
2133,65
2134,70
2135,54
2136,60
2137,60
2138,40
2139,74
2140,54
2141,50
2142,76
2143,76
2144,74
2145,50
2146,70
2147,76
2148,40
2149,75
2150,40
2151,40
2152,40
2153,60
2154,75
2155,64
2156,70
2157,54
2158,60
2159,76
2160,75
2161,74
2162,64
2163,76
2164,75
2165,70
2166,75
2167,70
2168,76
2169,75
2170,40
2171,50
2172,64
2173,54
2174,40
2175,75
2176,50
2177,65
2178,65
2179,65
2180,75
2181,76
2182,40
2183,40
2184,70
2185,60
2186,40
2187,40
2188,76
2189,60
2190,60
2191,50
2192,60
2193,70
2194,75
2195,40
2196,74
2197,65
2198,74
2199,76
2200,76
2201,60
2202,50
2203,76
2204,76
2205,75
2206,74
2207,65
2208,65
2209,54
2210,64
2211,54
2212,70
2213,50
2214,75
2215,76
2216,76
2217,65
2218,64
2219,70
2220,65
2221,75
2222,76
2223,40
2224,75
2225,40
2226,50
2227,65
2228,64
2229,50
2230,70
2231,40
2232,60
2233,60
2234,40
2235,54
2236,60
2237,40
2238,54
2239,60
2240,60
2241,60
2242,65
2243,60
2244,64
2245,54
2246,54
2247,60
2248,65
2249,64
2250,64
2251,60
2252,60
2253,54
2254,70
2255,64
2256,75
2257,60
2258,64
2259,40
2260,50
2261,76
2262,76
2263,60
2264,54
2265,50
2266,70
2267,75
2268,40
2269,50
2270,64
2271,54
2272,60
2273,75
2274,64
2275,60
2276,74
2277,65
2278,50
2279,64
2280,64
2281,50
2282,40
2283,70
2284,75
2285,74
2286,70
2287,50
2288,40
2289,60
2290,40
2291,54
2292,64
2293,54
2294,70
2295,54
2296,40
2297,40
2298,64
2299,60
2300,75
2301,65
2302,40
2303,54
2304,75
2305,74
2306,76
2307,74
2308,54
2309,65
2310,50
2311,64
2312,76
2313,50
2314,65
2315,40
2316,54
2317,40
2318,70
2319,75
2320,64
2321,76
2322,50
2323,74
2324,40
2325,54
2326,70
2327,74
2328,40
2329,70
2330,75
2331,64
2332,65
2333,54
2334,65
2335,70
2336,76
2337,74
2338,70
2339,40
2340,65
2341,70
2342,40
2343,64
2344,54
2345,65
2346,75
2347,40
2348,54
2349,65
2350,50
2351,76
2352,40
2353,50
2354,74
2355,70
2356,76
2357,50
2358,60
2359,54
2360,70
2361,64
2362,75
2363,40
2364,75
2365,54
2366,50
2367,70
2368,75
2369,60
2370,50
2371,75
2372,70
2373,64
2374,50
2375,74
2376,60
2377,74
2378,64
2379,76
2380,54
2381,76
2382,50
2383,54
2384,75
2385,70
2386,64
2387,64
2388,70
2389,75
2390,50
2391,64
2392,50
2393,70
2394,40
2395,74
2396,75
2397,75
2398,76
2399,75
2400,50
2401,54
2402,64
2403,75
2404,74
2405,70
2406,76
2407,54
2408,60
2409,50
2410,60
2411,76
2412,76
2413,75
2414,76
2415,64
2416,74
2417,75
2418,74
2419,40
2420,75
2421,60
2422,70
2423,74
2424,64
2425,64
2426,70
2427,40
2428,54
2429,54
2430,76
2431,75
2432,70
2433,50
2434,76
2435,64
2436,75
2437,54
2438,74
2439,40
2440,60
2441,54
2442,74
2443,60
2444,70
2445,76
2446,74
2447,40
2448,64
2449,54
2450,50
2451,76
2452,75
2453,70
2454,65
2455,74
2456,65
2457,65
2458,40
2459,65
2460,64
2461,60
2462,70
2463,70
2464,64
2465,40
2466,54
2467,75
2468,74
2469,74
2470,54
2471,70
2472,64
2473,70
2474,40
2475,40
2476,64
2477,50
2478,75
2479,54
2480,70
2481,76
2482,50
2483,50
2484,50
2485,54
2486,65
2487,60
2488,70
2489,50
2490,64
2491,64
2492,50
2493,54
2494,76
2495,74
2496,50
2497,74
2498,65
2499,40
2500,74
2501,64
2502,50
2503,76
2504,40
2505,40
2506,54
2507,54
2508,75
2509,60
2510,75
2511,70
2512,60
2513,76
2514,54
2515,76
2516,64
2517,70
2518,40
2519,40
2520,60
2521,75
2522,70
2523,54
2524,70
2525,76
2526,76
2527,70
2528,40
2529,64
2530,65
2531,65
2532,50
2533,54
2534,75
2535,76
2536,76
2537,64
2538,75
2539,54
2540,70
2541,54
2542,74
2543,64
2544,50
2545,54
2546,40
2547,60
2548,74
2549,60
2550,76
2551,65
2552,76
2553,76
2554,65
2555,76
2556,76
2557,65
2558,40
2559,74
2560,76
2561,64
2562,40
2563,70
2564,65
2565,60
2566,50
2567,65
2568,65
2569,74
2570,64
2571,65
2572,54
2573,50
2574,74
2575,76
2576,50
2577,74
2578,70
2579,54
2580,70
2581,64
2582,54
2583,70
2584,75
2585,76
2586,65
2587,60
2588,64
2589,50
2590,60
2591,50
2592,54
2593,50
2594,40
2595,64
2596,65
2597,60
2598,75
2599,50
2600,70
2601,64
2602,65
2603,74
2604,40
2605,54
2606,74
2607,40
2608,50
2609,54
2610,60
2611,74
2612,74
2613,76
2614,65
2615,70
2616,50
2617,74
2618,75
2619,75
2620,70
2621,64
2622,70
2623,65
2624,60
2625,76
2626,75
2627,70
2628,74
2629,50
2630,40
2631,75
2632,40
2633,54
2634,54
2635,40
2636,40
2637,65
2638,40
2639,74
2640,50
2641,60
2642,40
2643,65
2644,64
2645,60
2646,70
2647,65
2648,74
2649,76
2650,70
2651,64
2652,60
2653,60
2654,75
2655,75
2656,76
2657,70
2658,65
2659,54
2660,64
2661,60
2662,64
2663,64
2664,74
2665,76
2666,70
2667,60
2668,60
2669,65
2670,75
2671,65
2672,76
2673,76
2674,54
2675,75
2676,60
2677,60
2678,54
2679,54
2680,75
2681,65
2682,54
2683,60
2684,54
2685,64
2686,54
2687,70
2688,76
2689,40
2690,70
2691,40
2692,65
2693,60
2694,54
2695,40
2696,75
2697,76
2698,40
2699,60
2700,40
2701,74
2702,70
2703,40
2704,74
2705,64
2706,74
2707,65
2708,70
2709,74
2710,76
2711,64
2712,74
2713,54
2714,75
2715,76
2716,75
2717,75
2718,60
2719,70
2720,65
2721,65
2722,74
2723,75
2724,40
2725,65
2726,76
2727,65
2728,75
2729,74
2730,60
2731,75
2732,40
2733,54
2734,64
2735,75
2736,54
2737,60
2738,65
2739,76
2740,40
2741,40
2742,54
2743,54
2744,76
2745,75
2746,70
2747,75
2748,54
2749,54
2750,40
2751,64
2752,74
2753,40
2754,75
2755,65
2756,70
2757,64
2758,54
2759,54
2760,65
2761,75
2762,76
2763,60
2764,65
2765,60
2766,75
2767,54
2768,40
2769,65
2770,76
2771,75
2772,65
2773,64
2774,40
2775,74
2776,64
2777,75
2778,60
2779,74
2780,75
2781,60
2782,75
2783,74
2784,76
2785,40
2786,65
2787,60
2788,64
2789,64
2790,60
2791,50
2792,60
2793,76
2794,40
2795,50
2796,70
2797,60
2798,74
2799,64
2800,75
2801,64
2802,60
2803,60
2804,40
2805,65
2806,70
2807,74
2808,65
2809,75
2810,64
2811,50
2812,54
2813,70
2814,65
2815,54
2816,54
2817,60
2818,50
2819,50
2820,75
2821,60
2822,70
2823,75
2824,40
2825,60
2826,60
2827,76
2828,76
2829,40
2830,70
2831,60
2832,50
2833,75
2834,70
2835,74
2836,75
2837,65
2838,70
2839,75
2840,60
2841,65
2842,64
2843,60
2844,54
2845,70
2846,50
2847,74
2848,76
2849,60
2850,75
2851,76
2852,75
2853,54
2854,60
2855,54
2856,75
2857,60
2858,75
2859,64
2860,76
2861,40
2862,74
2863,65
2864,76
2865,75
2866,75
2867,76
2868,50
2869,76
2870,70
2871,50
2872,60
2873,40
2874,75
2875,74
2876,70
2877,60
2878,64
2879,64
2880,64
2881,70
2882,64
2883,40
2884,75
2885,50
2886,65
2887,74
2888,54
2889,75
2890,60
2891,65
2892,65
2893,70
2894,60
2895,74
2896,76
2897,76
2898,75
2899,60
2900,60
2901,75
2902,70
2903,64
2904,50
2905,40
2906,75
2907,70
2908,70
2909,70
2910,65
2911,54
2912,70
2913,54
2914,65
2915,75
2916,64
2917,65
2918,40
2919,65
2920,70
2921,76
2922,50
2923,75
2924,60
2925,76
2926,65
2927,60
2928,74
2929,60
2930,76
2931,54
2932,60
2933,70
2934,74
2935,60
2936,50
2937,54
2938,75
2939,60
2940,54
2941,74
2942,40
2943,60
2944,64
2945,65
2946,50
2947,70
2948,54
2949,75
2950,64
2951,54
2952,65
2953,64
2954,70
2955,70
2956,50
2957,40
2958,76
2959,50
2960,64
2961,50
2962,54
2963,74
2964,60
2965,54
2966,65
2967,65
2968,74
2969,50
2970,65
2971,74
2972,54
2973,75
2974,50
2975,54
2976,65
2977,74
2978,74
2979,74
2980,70
2981,76
2982,40
2983,65
2984,74
2985,54
2986,74
2987,70
2988,70
2989,50
2990,40
2991,74
2992,74
2993,74
2994,60
2995,75
2996,74
